,elbo
2514,96.56390380859375
2515,101.97810363769531
2516,95.06309509277344
2517,109.0968017578125
2518,102.27058410644531
2519,92.32620239257812
2520,117.84295654296875
2521,102.17045593261719
2522,111.07536315917969
2523,97.13276672363281
2524,112.07827758789062
2525,116.58065795898438
2526,92.30850219726562
2527,83.62348937988281
2528,104.42520141601562
2529,73.79330444335938
2530,92.02520751953125
2531,95.23663330078125
2532,92.43251037597656
2533,105.364013671875
2534,101.46592712402344
2535,74.3128662109375
2536,82.70306396484375
2537,125.60427856445312
2538,97.56649780273438
2539,94.64179992675781
2540,79.13896179199219
2541,107.03706359863281
2542,101.72642517089844
2543,100.66815185546875
2544,120.104248046875
2545,86.68310546875
2546,111.11802673339844
2547,96.33406066894531
2548,99.8289794921875
2549,119.00436401367188
2550,98.75895690917969
2551,70.46173095703125
2552,94.01609802246094
2553,73.802978515625
2554,95.29296875
2555,112.68183898925781
2556,107.49420166015625
2557,80.31550598144531
2558,99.5308837890625
2559,95.93206787109375
2560,93.05174255371094
2561,93.26518249511719
2562,123.53657531738281
2563,83.61824035644531
2564,86.96687316894531
2565,97.96516418457031
2566,93.22882080078125
2567,77.567138671875
2568,102.0216064453125
2569,80.62062072753906
2570,99.82687377929688
2571,74.90060424804688
2572,86.29978942871094
2573,104.67591857910156
2574,100.53773498535156
2575,96.03778076171875
2576,73.11128234863281
2577,90.12809753417969
2578,100.17683410644531
2579,116.70866394042969
2580,134.3787384033203
2581,103.58818054199219
2582,82.53152465820312
2583,110.90943908691406
2584,103.90005493164062
2585,108.69831848144531
2586,93.10932922363281
2587,114.96598815917969
2588,75.10440063476562
2589,111.32252502441406
2590,104.15617370605469
2591,65.98211669921875
2592,86.03730773925781
2593,92.22984313964844
2594,93.11013793945312
2595,93.01994323730469
2596,89.36943054199219
2597,98.61892700195312
2598,72.15975952148438
2599,115.16567993164062
2600,104.74784851074219
2601,77.35209655761719
2602,96.06941223144531
2603,79.19857788085938
2604,87.322021484375
2605,106.64558410644531
2606,93.136474609375
2607,111.14654541015625
2608,111.44467163085938
2609,80.75791931152344
2610,88.93081665039062
2611,116.73748779296875
2612,99.65362548828125
2613,85.64776611328125
2614,84.40594482421875
2615,84.64700317382812
2616,134.91934204101562
2617,83.40249633789062
2618,58.26716613769531
2619,122.06468200683594
2620,86.66539001464844
2621,100.92449951171875
2622,119.60462951660156
2623,85.34719848632812
2624,102.42564392089844
2625,92.56355285644531
2626,119.93914794921875
2627,103.07353210449219
2628,83.70570373535156
2629,89.35308837890625
2630,98.75297546386719
2631,96.13095092773438
2632,112.96449279785156
2633,99.85791015625
2634,104.73773193359375
2635,108.02848815917969
2636,92.73388671875
2637,127.98027038574219
2638,123.70347595214844
2639,83.85173034667969
2640,123.90945434570312
2641,102.9229736328125
2642,100.94650268554688
2643,94.42021179199219
2644,99.34437561035156
2645,106.58818054199219
2646,91.43438720703125
2647,96.05030822753906
2648,80.47262573242188
2649,101.97721862792969
2650,95.90261840820312
2651,122.22819519042969
2652,129.05101013183594
2653,119.48489379882812
2654,90.54638671875
2655,134.70953369140625
2656,99.08302307128906
2657,78.92672729492188
2658,89.23089599609375
2659,97.46247863769531
2660,103.30984497070312
2661,105.89677429199219
2662,106.33439636230469
2663,115.72846984863281
2664,116.556884765625
2665,105.79582214355469
2666,82.69282531738281
2667,105.10200500488281
2668,122.51698303222656
2669,107.02658081054688
2670,93.9405517578125
2671,99.40864562988281
2672,109.48182678222656
2673,97.55780029296875
2674,111.26014709472656
2675,83.55891418457031
2676,92.72895812988281
2677,106.65495300292969
2678,81.5211181640625
2679,99.89520263671875
2680,128.7550506591797
2681,85.56629943847656
2682,82.85844421386719
2683,94.32057189941406
2684,119.57589721679688
2685,104.10377502441406
2686,83.50608825683594
2687,99.85446166992188
2688,99.33773803710938
2689,77.02864074707031
2690,90.90299987792969
2691,96.82958984375
2692,74.95100402832031
2693,64.3760986328125
2694,111.04469299316406
2695,87.25166320800781
2696,105.81257629394531
2697,111.72093200683594
2698,116.56013488769531
2699,123.85182189941406
2700,118.85003662109375
2701,90.71141052246094
2702,109.11505126953125
2703,100.26876831054688
2704,73.92384338378906
2705,128.77464294433594
2706,121.79649353027344
2707,116.96807861328125
2708,113.19927978515625
2709,106.79158020019531
2710,77.48544311523438
2711,97.2442626953125
2712,73.6268310546875
2713,95.61122131347656
2714,82.46771240234375
2715,120.72322082519531
2716,89.97709655761719
2717,74.66094970703125
2718,42.81072998046875
2719,121.92306518554688
2720,103.26780700683594
2721,105.88101196289062
2722,95.17469787597656
2723,98.57296752929688
2724,103.58773803710938
2725,94.28762817382812
2726,78.32421875
2727,101.24923706054688
2728,105.34716796875
2729,104.80619812011719
2730,126.86640930175781
2731,81.36598205566406
2732,116.57637023925781
2733,63.638519287109375
2734,106.344970703125
2735,84.16543579101562
2736,93.79322814941406
2737,122.1920166015625
2738,110.26223754882812
2739,97.7655029296875
2740,89.42015075683594
2741,119.78851318359375
2742,108.95661926269531
2743,95.59506225585938
2744,97.963623046875
2745,106.60517883300781
2746,98.73957824707031
2747,127.35221862792969
2748,135.48104858398438
2749,87.91140747070312
2750,123.57424926757812
2751,107.39276123046875
2752,102.771240234375
2753,102.40469360351562
2754,112.86190795898438
2755,92.66641235351562
2756,112.84161376953125
2757,95.51959228515625
2758,91.68235778808594
2759,116.06898498535156
2760,113.62553405761719
2761,98.38899230957031
2762,64.55697631835938
2763,131.23606872558594
2764,101.25807189941406
2765,93.21656799316406
2766,138.54330444335938
2767,110.58724975585938
2768,89.15678405761719
2769,107.12535095214844
2770,98.55000305175781
2771,110.57695007324219
2772,102.08567810058594
2773,111.44075012207031
2774,75.52702331542969
2775,115.25724792480469
2776,119.84341430664062
2777,77.92680358886719
2778,106.78666687011719
2779,121.52207946777344
2780,96.08464050292969
2781,130.52828979492188
2782,111.46798706054688
2783,114.11819458007812
2784,118.0477294921875
2785,90.15740966796875
2786,86.13156127929688
2787,112.72633361816406
2788,117.88914489746094
2789,115.57528686523438
2790,92.40231323242188
2791,106.0631103515625
2792,134.8053741455078
2793,90.32929992675781
2794,115.42965698242188
2795,111.82002258300781
2796,120.02177429199219
2797,116.61483764648438
2798,109.21568298339844
2799,101.02565002441406
2800,95.36630249023438
2801,111.35176086425781
2802,90.1678466796875
2803,93.01463317871094
2804,89.68112182617188
2805,107.42996215820312
2806,91.45166015625
2807,108.89060974121094
2808,93.47084045410156
2809,105.595703125
2810,124.8272705078125
2811,107.12240600585938
2812,83.28643798828125
2813,108.48585510253906
2814,74.31803894042969
2815,79.28254699707031
2816,121.68109130859375
2817,114.84056091308594
2818,106.37820434570312
2819,102.33555603027344
2820,112.16441345214844
2821,84.1702880859375
2822,79.68360900878906
2823,119.64581298828125
2824,102.60722351074219
2825,109.14646911621094
2826,116.15467834472656
2827,94.27192687988281
2828,97.7200927734375
2829,91.03500366210938
2830,89.4276123046875
2831,119.36245727539062
2832,112.48310852050781
2833,98.42253112792969
2834,78.05439758300781
2835,103.47950744628906
2836,123.34263610839844
2837,107.6097412109375
2838,72.03366088867188
2839,77.24169921875
2840,99.06318664550781
2841,96.9827880859375
2842,101.23081970214844
2843,100.15989685058594
2844,115.95588684082031
2845,105.23793029785156
2846,107.74186706542969
2847,128.17721557617188
2848,81.52870178222656
2849,93.20367431640625
2850,79.8251953125
2851,90.0909423828125
2852,84.83674621582031
2853,97.55313110351562
2854,68.12837219238281
2855,93.85641479492188
2856,65.39619445800781
2857,96.39828491210938
2858,83.44990539550781
2859,91.40449523925781
2860,113.33720397949219
2861,108.25547790527344
2862,82.64152526855469
2863,108.44267272949219
2864,106.78193664550781
2865,69.508544921875
2866,84.81687927246094
2867,131.6530303955078
2868,93.66583251953125
2869,106.81184387207031
2870,81.65493774414062
2871,102.51600646972656
2872,89.38632202148438
2873,77.81455993652344
2874,114.96855163574219
2875,97.97709655761719
2876,109.995849609375
2877,75.42881774902344
2878,65.29319763183594
2879,98.90904235839844
2880,127.26995849609375
2881,109.07127380371094
2882,109.095947265625
2883,79.10662841796875
2884,105.26715087890625
2885,113.82090759277344
2886,112.19532775878906
2887,118.80827331542969
2888,106.37637329101562
2889,80.140625
2890,89.043701171875
2891,115.24967956542969
2892,86.12333679199219
2893,115.47627258300781
2894,95.10865783691406
2895,135.0785675048828
2896,87.75593566894531
2897,105.46669006347656
2898,113.00349426269531
2899,112.33712768554688
2900,74.19743347167969
2901,111.39578247070312
2902,89.09043884277344
2903,109.36692810058594
2904,91.23931884765625
2905,116.88813781738281
2906,95.19949340820312
2907,107.22946166992188
2908,90.90045166015625
2909,103.73738098144531
2910,109.52378845214844
2911,123.95210266113281
2912,103.52589416503906
2913,71.47256469726562
2914,112.10357666015625
2915,125.22036743164062
2916,95.3040771484375
2917,101.9534912109375
2918,85.53373718261719
2919,98.02105712890625
2920,93.84695434570312
2921,91.00770568847656
2922,102.78770446777344
2923,67.42291259765625
2924,99.53895568847656
2925,119.59942626953125
2926,112.81117248535156
2927,109.12263488769531
2928,131.41624450683594
2929,119.31175231933594
2930,93.93936157226562
2931,95.66697692871094
2932,94.65141296386719
2933,115.87429809570312
2934,91.76177978515625
2935,92.91415405273438
2936,94.48905944824219
2937,92.42120361328125
2938,103.73268127441406
2939,97.09974670410156
2940,86.54927062988281
2941,82.39732360839844
2942,106.78642272949219
2943,106.00271606445312
2944,107.84640502929688
2945,100.69863891601562
2946,80.03276062011719
2947,112.35255432128906
2948,104.55712890625
2949,94.27723693847656
2950,106.82839965820312
2951,102.39047241210938
2952,117.82781982421875
2953,120.8294677734375
2954,115.31614685058594
2955,118.33779907226562
2956,121.41552734375
2957,99.02484130859375
2958,101.814453125
2959,134.90756225585938
2960,92.96490478515625
2961,122.29859924316406
2962,100.7686767578125
2963,106.22763061523438
2964,85.95414733886719
2965,99.94331359863281
2966,115.4989013671875
2967,87.58782958984375
2968,82.9591064453125
2969,122.35722351074219
2970,83.93603515625
2971,99.72653198242188
2972,109.86323547363281
2973,128.66883850097656
2974,119.21517944335938
2975,73.01315307617188
2976,102.55653381347656
2977,88.67778015136719
2978,99.71464538574219
2979,114.40142822265625
2980,125.72064208984375
2981,75.74888610839844
2982,99.2373046875
2983,115.45855712890625
2984,118.81893920898438
2985,74.05812072753906
2986,78.12980651855469
2987,105.71209716796875
2988,89.27299499511719
2989,106.00765991210938
2990,93.92039489746094
2991,83.54020690917969
2992,92.07717895507812
2993,92.03500366210938
2994,109.5933837890625
2995,106.46214294433594
2996,124.41275024414062
2997,122.04536437988281
2998,120.62049865722656
2999,87.57746887207031
3000,88.40852355957031
3001,96.55685424804688
3002,106.30191040039062
3003,116.91487121582031
3004,99.49113464355469
3005,108.19316101074219
3006,84.47341918945312
3007,129.4998321533203
3008,111.31678771972656
3009,102.29669189453125
3010,108.38606262207031
3011,94.53834533691406
3012,81.30392456054688
3013,110.78736877441406
3014,90.78335571289062
3015,124.17485046386719
3016,75.550048828125
3017,132.06651306152344
3018,90.6826171875
3019,105.28956604003906
3020,106.0296630859375
3021,140.30023193359375
3022,61.941680908203125
3023,97.42074584960938
3024,120.28141784667969
3025,65.26077270507812
3026,116.3626708984375
3027,108.70767211914062
3028,116.92137145996094
3029,101.98341369628906
3030,110.01792907714844
3031,103.02615356445312
3032,89.70083618164062
3033,111.93194580078125
3034,105.90785217285156
3035,116.77627563476562
3036,109.27162170410156
3037,122.83180236816406
3038,101.92776489257812
3039,107.05574035644531
3040,101.5440673828125
3041,98.70674133300781
3042,91.60276794433594
3043,92.46760559082031
3044,99.52494812011719
3045,45.91169738769531
3046,85.15594482421875
3047,105.0831298828125
3048,110.11442565917969
3049,127.06260681152344
3050,107.73674011230469
3051,117.93745422363281
3052,113.52961730957031
3053,85.34371948242188
3054,105.62144470214844
3055,112.65286254882812
3056,89.36639404296875
3057,93.27255249023438
3058,120.2020263671875
3059,90.93391418457031
3060,74.75833129882812
3061,105.09925842285156
3062,131.28958129882812
3063,82.01466369628906
3064,111.47740173339844
3065,94.0572509765625
3066,106.74252319335938
3067,104.43231201171875
3068,95.79118347167969
3069,122.27220153808594
3070,121.60905456542969
3071,113.57408142089844
3072,106.38442993164062
3073,113.356201171875
3074,107.66007995605469
3075,98.384521484375
3076,111.28790283203125
3077,87.80947875976562
3078,72.89183044433594
3079,90.61518859863281
3080,89.29151916503906
3081,111.64404296875
3082,107.92286682128906
3083,113.54048156738281
3084,83.29716491699219
3085,113.38960266113281
3086,85.84039306640625
3087,98.88926696777344
3088,94.56831359863281
3089,107.60980224609375
3090,110.27238464355469
3091,113.26988220214844
3092,103.14801025390625
3093,108.65176391601562
3094,121.70982360839844
3095,96.93850708007812
3096,106.79034423828125
3097,102.95590209960938
3098,99.42646789550781
3099,112.02651977539062
3100,105.74639892578125
3101,100.79280090332031
3102,124.71147155761719
3103,101.08309936523438
3104,121.08639526367188
3105,103.49185180664062
3106,121.56813049316406
3107,85.94265747070312
3108,129.89987182617188
3109,114.96952819824219
3110,108.14958190917969
3111,115.37359619140625
3112,88.5887451171875
3113,73.25070190429688
3114,88.81362915039062
3115,113.89981079101562
3116,90.69374084472656
3117,79.83079528808594
3118,88.12881469726562
3119,88.3988037109375
3120,93.22793579101562
3121,131.2662353515625
3122,95.85458374023438
3123,109.39024353027344
3124,107.47616577148438
3125,117.08187866210938
3126,98.93914794921875
3127,108.0333251953125
3128,95.02964782714844
3129,91.00717163085938
3130,98.65312194824219
3131,104.60556030273438
3132,82.5972900390625
3133,111.34259033203125
3134,53.4222412109375
3135,68.85111999511719
3136,94.00668334960938
3137,87.40684509277344
3138,84.79327392578125
3139,109.02586364746094
3140,93.11860656738281
3141,105.9052734375
3142,109.33241271972656
3143,100.06907653808594
3144,114.10079956054688
3145,98.12095642089844
3146,97.75196838378906
3147,102.18556213378906
3148,102.89791870117188
3149,111.8216552734375
3150,101.05322265625
3151,88.49951171875
3152,68.81704711914062
3153,90.89872741699219
3154,102.64442443847656
3155,95.29780578613281
3156,108.96275329589844
3157,82.68479919433594
3158,98.26014709472656
3159,120.46757507324219
3160,108.84092712402344
3161,78.75819396972656
3162,82.38084411621094
3163,114.74945068359375
3164,78.15017700195312
3165,101.00225830078125
3166,120.29319763183594
3167,79.84707641601562
3168,104.01576232910156
3169,116.38102722167969
3170,132.29075622558594
3171,105.15463256835938
3172,129.24974060058594
3173,104.06187438964844
3174,83.95332336425781
3175,99.10969543457031
3176,93.90904235839844
3177,95.6756591796875
3178,109.95335388183594
3179,99.07379150390625
3180,99.17835998535156
3181,91.61338806152344
3182,86.37298583984375
3183,99.47685241699219
3184,118.37599182128906
3185,103.06681823730469
3186,62.02256774902344
3187,126.86956787109375
3188,86.43157958984375
3189,105.87567138671875
3190,90.44197082519531
3191,114.22915649414062
3192,111.16351318359375
3193,95.79165649414062
3194,108.91252136230469
3195,108.10081481933594
3196,94.37052917480469
3197,108.5965576171875
3198,107.47193908691406
3199,100.24555969238281
3200,94.02772521972656
3201,88.2288818359375
3202,78.67315673828125
3203,74.26820373535156
3204,101.09539794921875
3205,97.83706665039062
3206,91.31706237792969
3207,89.23149108886719
3208,106.10285949707031
3209,104.74250793457031
3210,76.01654052734375
3211,119.43482971191406
3212,105.56199645996094
3213,88.36441040039062
3214,112.31513977050781
3215,128.16806030273438
3216,93.11993408203125
3217,111.4691162109375
3218,97.16777038574219
3219,113.42387390136719
3220,85.88568115234375
3221,113.54637145996094
3222,94.05690002441406
3223,67.30801391601562
3224,110.28207397460938
3225,96.92442321777344
3226,100.47267150878906
3227,92.1075439453125
3228,130.11947631835938
3229,118.10453796386719
3230,118.27366638183594
3231,91.11506652832031
3232,119.49395751953125
3233,130.41885375976562
3234,98.78947448730469
3235,117.01890563964844
3236,93.97123718261719
3237,115.68441772460938
3238,78.07022094726562
3239,109.38771057128906
3240,66.48582458496094
3241,103.61830139160156
3242,102.69528198242188
3243,113.43815612792969
3244,89.70890808105469
3245,126.66455078125
3246,102.90780639648438
3247,89.19517517089844
3248,117.69123840332031
3249,125.57269287109375
3250,117.7938232421875
3251,89.12100219726562
3252,61.19635009765625
3253,108.41838073730469
3254,100.92393493652344
3255,88.9534912109375
3256,101.85922241210938
3257,103.82427978515625
3258,120.38198852539062
3259,97.28582763671875
3260,98.56504821777344
3261,108.68984985351562
3262,104.76228332519531
3263,112.85786437988281
3264,94.34135437011719
3265,100.23324584960938
3266,91.15492248535156
3267,116.42996215820312
3268,98.27204895019531
3269,118.50346374511719
3270,110.57118225097656
3271,105.30509948730469
3272,113.98625183105469
3273,121.87361145019531
3274,118.86990356445312
3275,103.56254577636719
3276,100.14300537109375
3277,122.50225830078125
3278,94.92999267578125
3279,113.63801574707031
3280,96.47837829589844
3281,76.44537353515625
3282,121.46214294433594
3283,90.49478149414062
3284,121.39138793945312
3285,104.21308898925781
3286,74.80398559570312
3287,107.50968933105469
3288,105.09748840332031
3289,74.24441528320312
3290,100.87261962890625
3291,83.51087951660156
3292,99.05409240722656
3293,88.33023071289062
3294,93.6610107421875
3295,95.71649169921875
3296,112.68197631835938
3297,111.75798034667969
3298,112.76422119140625
3299,111.53268432617188
3300,127.06309509277344
3301,97.95259094238281
3302,117.23385620117188
3303,112.8214111328125
3304,96.91566467285156
3305,123.233154296875
3306,69.2017822265625
3307,100.12405395507812
3308,117.09251403808594
3309,84.80546569824219
3310,94.507568359375
3311,77.20063781738281
3312,71.72021484375
3313,88.60174560546875
3314,109.96975708007812
3315,73.65715026855469
3316,93.31338500976562
3317,104.88725280761719
3318,89.43716430664062
3319,87.90000915527344
3320,123.98992919921875
3321,133.072265625
3322,98.33897399902344
3323,80.8399658203125
3324,64.94696044921875
3325,105.70448303222656
3326,93.14215087890625
3327,89.57917785644531
3328,114.2801513671875
3329,84.69056701660156
3330,105.57820129394531
3331,105.70930480957031
3332,99.47946166992188
3333,133.53927612304688
3334,95.42437744140625
3335,97.84915161132812
3336,90.20396423339844
3337,71.18730163574219
3338,111.01148986816406
3339,77.38189697265625
3340,99.38102722167969
3341,76.78388977050781
3342,106.52473449707031
3343,75.30783081054688
3344,99.28233337402344
3345,131.5554656982422
3346,97.85337829589844
3347,109.14372253417969
3348,100.19009399414062
3349,109.16020202636719
3350,118.25962829589844
3351,86.82806396484375
3352,88.20536804199219
3353,80.44808959960938
3354,118.25933837890625
3355,116.03765869140625
3356,108.24362182617188
3357,102.88270568847656
3358,98.92767333984375
3359,70.5633544921875
3360,100.34912109375
3361,70.98501586914062
3362,84.34037780761719
3363,106.10481262207031
3364,101.98284912109375
3365,79.46208190917969
3366,125.92393493652344
3367,80.61674499511719
3368,101.49012756347656
3369,94.70881652832031
3370,111.85220336914062
3371,103.53756713867188
3372,117.85101318359375
3373,114.2779541015625
3374,99.92556762695312
3375,100.66070556640625
3376,102.43809509277344
3377,93.24899291992188
3378,67.54469299316406
3379,115.26797485351562
3380,66.08688354492188
3381,104.75552368164062
3382,100.03721618652344
3383,74.41119384765625
3384,116.9130859375
3385,111.20396423339844
3386,101.86457824707031
3387,89.794677734375
3388,128.0938262939453
3389,90.19129943847656
3390,122.01768493652344
3391,128.76715087890625
3392,60.11415100097656
3393,102.5401611328125
3394,92.4625244140625
3395,103.45713806152344
3396,86.97097778320312
3397,88.168701171875
3398,86.05461120605469
3399,119.00430297851562
3400,91.97750854492188
3401,77.70132446289062
3402,118.17129516601562
3403,108.85858154296875
3404,120.71755981445312
3405,102.1881103515625
3406,107.35417175292969
3407,77.89289855957031
3408,97.5020751953125
3409,84.60710144042969
3410,110.16000366210938
3411,85.99046325683594
3412,92.60723876953125
3413,100.47886657714844
3414,111.60079956054688
3415,116.1114501953125
3416,96.15757751464844
3417,111.18281555175781
3418,97.60673522949219
3419,111.97640991210938
3420,101.91485595703125
3421,90.70637512207031
3422,108.44609069824219
3423,86.73719787597656
3424,90.90776062011719
3425,73.59165954589844
3426,112.12272644042969
3427,47.69248962402344
3428,106.07247924804688
3429,101.6612548828125
3430,88.45756530761719
3431,77.0684814453125
3432,101.24591064453125
3433,107.04142761230469
3434,70.28218078613281
3435,107.13601684570312
3436,90.61106872558594
3437,86.62947082519531
3438,93.76084899902344
3439,100.83763122558594
3440,126.82072448730469
3441,107.67324829101562
3442,123.21940612792969
3443,107.16123962402344
3444,81.86997985839844
3445,120.13761901855469
3446,89.27764892578125
3447,94.020263671875
3448,102.58332824707031
3449,96.19096374511719
3450,93.16696166992188
3451,88.52476501464844
3452,79.22541809082031
3453,107.006591796875
3454,117.09127807617188
3455,67.12408447265625
3456,94.66879272460938
3457,109.15316772460938
3458,76.81265258789062
3459,89.80296325683594
3460,87.34913635253906
3461,107.22309875488281
3462,98.4542236328125
3463,120.90374755859375
3464,94.85269165039062
3465,85.36407470703125
3466,110.72157287597656
3467,120.34829711914062
3468,121.54963684082031
3469,113.646484375
3470,99.47483825683594
3471,116.75782775878906
3472,64.16676330566406
3473,88.30560302734375
3474,94.5909423828125
3475,99.24623107910156
3476,108.14195251464844
3477,103.46116638183594
3478,94.10499572753906
3479,127.65962219238281
3480,111.92861938476562
3481,112.17695617675781
3482,103.50958251953125
3483,98.51559448242188
3484,79.41656494140625
3485,84.44694519042969
3486,81.29127502441406
3487,107.40328979492188
3488,92.68850708007812
3489,111.12699890136719
3490,116.14857482910156
3491,82.55380249023438
3492,119.95115661621094
3493,123.54347229003906
3494,63.64802551269531
3495,83.38986206054688
3496,114.30551147460938
3497,92.76898193359375
3498,82.00816345214844
3499,117.59341430664062
3500,84.55546569824219
3501,108.58103942871094
3502,106.43157958984375
3503,91.72854614257812
3504,112.60879516601562
3505,110.87374877929688
3506,121.04937744140625
3507,119.45712280273438
3508,126.71945190429688
3509,114.869873046875
3510,96.16975402832031
3511,134.89938354492188
3512,101.80537414550781
3513,115.01582336425781
3514,112.89170837402344
3515,95.44891357421875
3516,87.69583129882812
3517,95.51194763183594
3518,73.8692626953125
3519,96.70402526855469
3520,94.92340087890625
3521,98.81105041503906
3522,75.12001037597656
3523,121.61326599121094
3524,92.08352661132812
3525,116.09361267089844
3526,69.01429748535156
3527,89.29035949707031
3528,82.52116394042969
3529,66.96702575683594
3530,114.31816101074219
3531,101.8359375
3532,105.11070251464844
3533,94.53085327148438
3534,89.66841125488281
3535,119.24569702148438
3536,116.63966369628906
3537,114.79769897460938
3538,110.08714294433594
3539,78.853271484375
3540,102.7274169921875
3541,104.56022644042969
3542,85.57276916503906
3543,103.09098815917969
3544,112.96896362304688
3545,121.08329772949219
3546,104.58732604980469
3547,81.15896606445312
3548,87.07392883300781
3549,103.38600158691406
3550,109.39541625976562
3551,75.09518432617188
3552,110.06590270996094
3553,104.07583618164062
3554,121.41287231445312
3555,100.41387939453125
3556,103.74203491210938
3557,83.74760437011719
3558,108.78762817382812
3559,82.76789855957031
3560,102.44973754882812
3561,112.27302551269531
3562,134.92381286621094
3563,82.25959777832031
3564,115.13807678222656
3565,98.610107421875
3566,129.6136016845703
3567,96.32334899902344
3568,134.5226593017578
3569,99.58638000488281
3570,79.86766052246094
3571,90.51390075683594
3572,88.75457763671875
3573,69.93681335449219
3574,86.57038879394531
3575,115.11788940429688
3576,78.79765319824219
3577,84.49334716796875
3578,111.58876037597656
3579,88.13978576660156
3580,122.00175476074219
3581,115.22282409667969
3582,77.66639709472656
3583,114.24140930175781
3584,111.67994689941406
3585,106.51824951171875
3586,111.81739807128906
3587,92.62625122070312
3588,90.97151184082031
3589,80.185546875
3590,99.03425598144531
3591,120.82412719726562
3592,142.46949768066406
3593,90.09434509277344
3594,118.97067260742188
3595,103.65240478515625
3596,99.98193359375
3597,98.8267822265625
3598,131.9047088623047
3599,101.58119201660156
3600,132.18133544921875
3601,100.34056091308594
3602,88.35491943359375
3603,111.6365966796875
3604,96.55955505371094
3605,84.14559936523438
3606,102.30081176757812
3607,92.95925903320312
3608,107.46493530273438
3609,132.26760864257812
3610,132.57456970214844
3611,126.33746337890625
3612,93.26275634765625
3613,96.07223510742188
3614,116.12611389160156
3615,118.24269104003906
3616,89.19692993164062
3617,76.669677734375
3618,113.2789306640625
3619,58.40406799316406
3620,101.05717468261719
3621,103.17390441894531
3622,61.28523254394531
3623,115.61740112304688
3624,98.19349670410156
3625,59.58952331542969
3626,136.39178466796875
3627,86.48667907714844
3628,74.15016174316406
3629,93.6317138671875
3630,105.58869934082031
3631,113.79023742675781
3632,125.7808837890625
3633,100.17074584960938
3634,102.17755126953125
3635,104.62841796875
3636,123.50221252441406
3637,113.64439392089844
3638,81.13130187988281
3639,105.75082397460938
3640,115.50553894042969
3641,100.62249755859375
3642,95.53988647460938
3643,129.879638671875
3644,81.39010620117188
3645,114.06985473632812
3646,104.71429443359375
3647,111.29782104492188
3648,108.83937072753906
3649,112.12773132324219
3650,108.472412109375
3651,99.4434814453125
3652,97.21369934082031
3653,99.78022766113281
3654,97.31495666503906
3655,82.99740600585938
3656,94.31364440917969
3657,106.86865234375
3658,87.97732543945312
3659,116.42919921875
3660,122.49549865722656
3661,101.181396484375
3662,119.14695739746094
3663,97.15814208984375
3664,108.32350158691406
3665,102.3092041015625
3666,87.41139221191406
3667,105.13375854492188
3668,83.134765625
3669,76.37469482421875
3670,105.72328186035156
3671,99.80206298828125
3672,97.165771484375
3673,92.69541931152344
3674,115.55812072753906
3675,149.74008178710938
3676,104.56095886230469
3677,104.77297973632812
3678,100.64738464355469
3679,74.14826965332031
3680,112.11204528808594
3681,101.62767028808594
3682,75.838134765625
3683,110.77978515625
3684,97.84330749511719
3685,100.66001892089844
3686,86.37565612792969
3687,71.71771240234375
3688,122.16813659667969
3689,79.89839172363281
3690,87.38160705566406
3691,78.18171691894531
3692,92.48527526855469
3693,107.33926391601562
3694,105.2193603515625
3695,89.65733337402344
3696,62.407623291015625
3697,108.69017028808594
3698,90.71456909179688
3699,125.99505615234375
3700,122.858154296875
3701,134.91111755371094
3702,114.43307495117188
3703,68.68017578125
3704,87.09268188476562
3705,99.61492919921875
3706,120.734619140625
3707,99.77296447753906
3708,137.24423217773438
3709,93.36155700683594
3710,88.34014892578125
3711,114.57984924316406
3712,122.72639465332031
3713,116.80165100097656
3714,83.54100036621094
3715,88.42027282714844
3716,107.34231567382812
3717,75.80378723144531
3718,104.63937377929688
3719,102.45480346679688
3720,108.50367736816406
3721,93.3726806640625
3722,107.48747253417969
3723,88.80525207519531
3724,99.39947509765625
3725,90.89167785644531
3726,109.97393798828125
3727,91.28065490722656
3728,81.30110168457031
3729,77.70954895019531
3730,103.83518981933594
3731,95.48912048339844
3732,82.55986022949219
3733,104.26193237304688
3734,84.83157348632812
3735,86.22262573242188
3736,102.90826416015625
3737,117.24981689453125
3738,111.36874389648438
3739,96.14627075195312
3740,102.55479431152344
3741,90.1805419921875
3742,88.24819946289062
3743,103.60971069335938
3744,98.45364379882812
3745,96.10911560058594
3746,118.30252075195312
3747,94.96467590332031
3748,115.70967102050781
3749,87.46961975097656
3750,92.46383666992188
3751,113.44267272949219
3752,101.44247436523438
3753,114.49819946289062
3754,114.65773010253906
3755,60.200592041015625
3756,101.88832092285156
3757,118.81039428710938
3758,76.67938232421875
3759,81.66822814941406
3760,107.52888488769531
3761,99.4443359375
3762,88.14590454101562
3763,101.22879028320312
3764,105.04658508300781
3765,84.01463317871094
3766,100.40748596191406
3767,117.58102416992188
3768,97.87980651855469
3769,101.60218811035156
3770,112.74238586425781
3771,94.97334289550781
3772,103.03169250488281
3773,99.72805786132812
3774,84.48326110839844
3775,102.96524047851562
3776,89.91816711425781
3777,109.26573181152344
3778,113.88325500488281
3779,126.56837463378906
3780,115.43257141113281
3781,125.11016845703125
3782,131.3039093017578
3783,114.46795654296875
3784,91.42378234863281
3785,120.51771545410156
3786,86.43559265136719
3787,92.76103210449219
3788,89.56733703613281
3789,79.95213317871094
3790,109.12837219238281
3791,112.76129150390625
3792,121.68983459472656
